p,acpi
p,bat
p,ctags
p,gucharmap
p,mpv
a,nerd-fonts-ubuntu-mono
p,nnn
p,rclone
p,veracrypt
p,vlc
p,youtube-dl
p,zathura
p,zathura-pdf-poppler
